id,english,part_of_speech,level,translation_fr,family
1383.0,downstairs,"adjective, adverb",A1,en bas,descriptions_general
1384.0,downtown,"adjective, adverb, noun",B2,centre-ville,descriptions_general
1385.0,downwards,adverb,B2,vers le bas,descriptions_general
1386.0,dozen,"determiner, noun",B2,douzaine,grammar_function_words
1387.0,draft,"noun, verb",B2,brouillon / rédiger,actions_general
1388.0,drag,verb,B2,traîner,actions_general
1389.0,drain,verb,C1,drain / égout,actions_general
1390.0,drama,noun,A2,drame,arts_media_sport
1391.0,dramatic,adjective,B2,dramatique,descriptions_general
1392.0,dramatically,adverb,B2,fortement / spectaculairement,descriptions_general
1393.0,draw,verb,A1,dessiner / tirer,actions_general
1394.0,drawing,noun,A2,dessin,general
1395.0,dream,"noun, verb",A2,rêve / rêver,actions_general
1396.0,dress,"noun, verb",A1,robe,home_daily_life
1397.0,dressed,adjective,B1,habillé,descriptions_general
1398.0,drift,verb,C1,dériver,actions_general
1399.0,drink,"noun, verb",A1,boisson,home_daily_life
1400.0,drive,"noun, verb",A1,conduire / allée / pulsion (psycho.),travel_transport
1401.0,driver,noun,A1,conducteur,travel_transport
1402.0,driving,"adjective, noun",A2,conduite,descriptions_general
1403.0,drop,"noun, verb",A2,chute / goutte,actions_general
1404.0,drought,noun,B2,sécheresse,general
1405.0,drown,verb,C1,se noyer / noyer,actions_general
1406.0,drug,noun,A2,médicament / drogue,health_body
1407.0,drum,noun,B1,tambour,general
1408.0,drunk,adjective,B1,ivre / soûl,descriptions_general
1409.0,dry,"adjective, verb",A2,sec / sécher,descriptions_general
1410.0,dual,adjective,C1,double,descriptions_general
1411.0,dub,verb,C1,surnommer / doubler,actions_general
1412.0,due,adjective,B1,dû,descriptions_general
1413.0,dull,adjective,B2,terne / ennuyeux,descriptions_general
1414.0,dumb,adjective,C1,muet / stupide,descriptions_general
1415.0,dump,verb,B2,déverser / décharge,actions_general
1416.0,duo,noun,C1,duo,general
1417.0,duration,noun,B2,durée,general
1418.0,during,preposition,A1,pendant,grammar_function_words
1419.0,dust,noun,B1,poussière,general
1420.0,duty,noun,B1,devoir / obligation,general
1421.0,dvd,noun,A1,DVD,general
1422.0,dynamic,"adjective, noun",B2,dynamique,descriptions_general
1423.0,each,"adverb, determiner, pronoun",A1,chaque,descriptions_general
1424.0,eager,adjective,C1,désireux / impatient,emotions_qualities
1425.0,ear,noun,A1,oreille,health_body
1426.0,early,"adjective, adverb",A1,tôt / précoce,descriptions_general
1427.0,earn,verb,A2,gagner,actions_general
1428.0,earnings,noun,C1,revenus / bénéfices,general
1429.0,earth,noun,A2,Terre / sol,energy_environment
1430.0,earthquake,noun,B1,tremblement de terre,general
1431.0,ease,"noun, verb",C1,facilité / soulager,actions_general
1432.0,easily,adverb,A2,facilement / aisément,descriptions_general
1433.0,east,"adjective, adverb, noun",A1,est,descriptions_general
1434.0,eastern,adjective,B1,oriental / de l’est,descriptions_general
1435.0,easy,adjective,A1,facile,descriptions_general
1436.0,eat,verb,A1,manger,actions_general
1437.0,echo,"noun, verb",C1,écho / faire écho,actions_general
1438.0,ecological,adjective,C1,écologique,descriptions_general
1439.0,economic,adjective,B1,économique,finance_trading
1440.0,economics,noun,B2,économie,general
1441.0,economist,noun,B2,économiste,general
1442.0,economy,noun,B1,économie,finance_trading
1443.0,edge,noun,B1,bord / arête,general
1444.0,edit,verb,B2,modifier / éditer,actions_general
1445.0,edition,noun,B2,édition,general
1446.0,editor,noun,B1,éditeur / rédacteur,general
1447.0,editorial,adjective,B2,éditorial,descriptions_general
1448.0,educate,verb,B1,éduquer / former,actions_general
1449.0,educated,adjective,B1,instruit / éduqué,descriptions_general
1450.0,education,noun,A2,éducation,education_academic
1451.0,educational,adjective,B1,éducatif,education_academic
1452.0,educator,noun,C1,enseignant / éducateur,general
1453.0,effect,noun,A2,effet,general
1454.0,effective,adjective,B1,efficace,descriptions_general
1455.0,effectively,adverb,B1,efficacement / en réalité,descriptions_general
1456.0,effectiveness,noun,C1,efficacité,general
1457.0,efficiency,noun,C1,efficacité,general
1458.0,efficient,adjective,B2,efficace,descriptions_general
1459.0,efficiently,adverb,B2,efficacement,descriptions_general
1460.0,effort,noun,B1,effort,general
1461.0,egg,noun,A1,œuf,home_daily_life
1462.0,ego,noun,C1,ego,general
1463.0,eight,number,A1,huit,grammar_function_words
1464.0,eighteen,number,A1,dix-huit,grammar_function_words
1465.0,eighty,number,A1,huitante / quatre-vingts,grammar_function_words
1466.0,either,"adverb, determiner, pronoun",A2,soit / non plus,descriptions_general
1467.0,elaborate,adjective,C1,élaboré,descriptions_general
1468.0,elbow,noun,B2,coude,general
1469.0,elderly,adjective,B2,âgé,descriptions_general
1470.0,elect,verb,B2,élire,actions_general
1471.0,election,noun,B1,élection,law_politics
1472.0,electoral,adjective,C1,électoral,descriptions_general
1473.0,electric,adjective,A2,électrique,descriptions_general
1474.0,electrical,adjective,A2,électrique,descriptions_general
1475.0,electricity,noun,A2,électricité,energy_environment
1476.0,electronic,adjective,A2,électronique,technology_data
1477.0,electronics,noun,B2,électronique,technology_data
1478.0,elegant,adjective,B2,élégant,descriptions_general
1479.0,element,noun,B1,élément,general
1480.0,elementary,adjective,B2,élémentaire,descriptions_general
1481.0,elephant,noun,A1,éléphant,general
1482.0,elevate,verb,C1,élever / hausser,actions_general
1483.0,eleven,number,A1,onze,grammar_function_words
1484.0,eligible,adjective,C1,éligible,descriptions_general
1485.0,eliminate,verb,B2,éliminer,actions_general
1486.0,elite,noun,C1,élite,general
1487.0,else,adverb,A1,autre / sinon,descriptions_general
1488.0,elsewhere,adverb,B2,ailleurs,descriptions_general
1489.0,email,"noun, verb",A1,e-mail / envoyer un e-mail,technology_data
1490.0,embark,verb,C1,embarquer / se lancer,actions_general
1491.0,embarrassed,adjective,B1,gêné,descriptions_general
1492.0,embarrassing,adjective,B1,embarrassant,descriptions_general
1493.0,embarrassment,noun,C1,embarras,general
1494.0,embassy,noun,C1,ambassade,general
1495.0,embed,verb,C1,intégrer / incorporer,actions_general
1496.0,embody,verb,C1,incarner,actions_general
1497.0,embrace,verb,B2,embrasser / adopter,actions_general
1498.0,emerge,verb,B2,émerger / apparaître,actions_general
1499.0,emergence,noun,C1,émergence,general
1500.0,emergency,noun,B1,urgence,general
1501.0,emission,noun,B2,émission,energy_environment
1502.0,emotion,noun,B1,émotion,emotions_qualities
1503.0,emotional,adjective,B2,émotionnel,emotions_qualities
1504.0,emotionally,adverb,B2,émotionnellement,descriptions_general
1505.0,emphasis,noun,B2,accent / importance,general
1506.0,emphasize,verb,B2,souligner / mettre l’accent sur,actions_general
1507.0,empire,noun,B2,empire,general
1508.0,empirical,adjective,C1,empirique,descriptions_general
1509.0,employ,verb,A2,employer,actions_general
1510.0,employee,noun,A2,employé,work_career
1511.0,employer,noun,A2,employeur,work_career
1512.0,employment,noun,B1,emploi,work_career
1513.0,empower,verb,C1,donner les moyens / autonomiser,actions_general
1514.0,empty,"adjective, verb",A2,vide / vider,descriptions_general
1515.0,enable,verb,B2,permettre,actions_general
1516.0,enact,verb,C1,promulguer / adopter,actions_general
1517.0,encompass,verb,C1,englober,actions_general
1518.0,encounter,"noun, verb",B2,rencontre / rencontrer,actions_general
1519.0,encourage,verb,B1,encourager,actions_general
1520.0,encouragement,noun,C1,encouragement,general
1521.0,encouraging,adjective,C1,encourageant,descriptions_general
1522.0,end,"noun, verb",A1,fin,actions_general
1523.0,endeavour,noun,C1,effort / entreprise,general
1524.0,ending,noun,A2,fin,general
1525.0,endless,adjective,C1,sans fin,descriptions_general
1526.0,endorse,verb,C1,soutenir / approuver,actions_general
1527.0,endorsement,noun,C1,soutien / approbation,general
1528.0,endure,verb,C1,endurer / supporter,actions_general
1529.0,enemy,noun,B1,ennemi,general
1530.0,energy,noun,A2,énergie,energy_environment
1531.0,enforce,verb,C1,faire appliquer,actions_general
1532.0,enforcement,noun,C1,application / exécution,general
1533.0,engage,verb,B2,engager / s’engager,actions_general
1534.0,engaged,adjective,B1,fiancé / engagé,descriptions_general
1535.0,engagement,noun,C1,engagement,general
1536.0,engaging,adjective,C1,captivant,descriptions_general
1537.0,engine,noun,A2,moteur,general
1538.0,engineer,noun,A2,ingénieur,general
1539.0,engineering,noun,B1,ingénierie,general
1540.0,enhance,verb,B2,améliorer / rehausser,actions_general
1541.0,enjoy,verb,A1,apprécier / profiter de,actions_general
1542.0,enjoyable,adjective,B2,agréable,descriptions_general
1543.0,enormous,adjective,A2,énorme,descriptions_general
1544.0,enough,"adverb, determiner, pronoun",A1,assez / suffisamment,descriptions_general
1545.0,enquire,verb,C1,se renseigner,actions_general
1546.0,enquiry,noun,B2,demande / enquête,general
1547.0,enrich,verb,C1,enrichir,actions_general
1548.0,enrol,verb,C1,s’inscrire,actions_general
1549.0,ensue,verb,C1,s’ensuivre,actions_general
1550.0,ensure,verb,B2,garantir / s’assurer que,actions_general
1551.0,enter,verb,A2,entrer,actions_general
1552.0,enterprise,noun,C1,entreprise,general
1553.0,entertain,verb,B1,divertir,actions_general
1554.0,entertaining,adjective,B2,divertissant,descriptions_general
1555.0,entertainment,noun,B1,divertissement,general
1556.0,enthusiasm,noun,B2,enthousiasme,general
1557.0,enthusiast,noun,C1,passionné,general
1558.0,enthusiastic,adjective,B2,enthousiaste,descriptions_general
1559.0,entire,adjective,B2,entier,descriptions_general
1560.0,entirely,adverb,B2,entièrement,descriptions_general
1561.0,entitle,verb,C1,intituler / donner droit à,actions_general
1562.0,entity,noun,C1,entité,general
1563.0,entrance,noun,B1,entrée,general
1564.0,entrepreneur,noun,B2,entrepreneur,general
1565.0,entry,noun,B1,entrée,general
1566.0,envelope,noun,B2,enveloppe,general
1567.0,environment,noun,A2,environnement,energy_environment
1568.0,environmental,adjective,B1,environnemental,energy_environment
1569.0,epidemic,noun,C1,épidémie,general
1570.0,episode,noun,B1,épisode,general
1571.0,equal,"adjective, noun, verb",B1,égal,descriptions_general
1572.0,equality,noun,C1,égalité,general
1573.0,equally,adverb,B1,également,descriptions_general
1574.0,equation,noun,C1,équation,general
1575.0,equip,verb,B2,équiper,actions_general
1576.0,equipment,noun,A2,équipement,general
1577.0,equivalent,"adjective, noun",B2,équivalent,descriptions_general
1578.0,era,noun,B2,ère,general
1579.0,erect,verb,C1,ériger,actions_general
1580.0,error,noun,A2,erreur,general
1581.0,erupt,verb,B2,entrer en éruption / éclater,actions_general
1582.0,escalate,verb,C1,s’aggraver / intensifier,actions_general
1583.0,escape,"noun, verb",B1,évasion / s’échapper,actions_general
1584.0,especially,adverb,A2,surtout / particulièrement,descriptions_general
1585.0,essay,noun,A2,essai / dissertation,education_academic
1586.0,essence,noun,C1,essence,general
1587.0,essential,adjective,B1,essentiel,descriptions_general
1588.0,essentially,adverb,B2,essentiellement,descriptions_general
1589.0,establish,verb,B2,établir / instaurer,actions_general
1590.0,establishment,noun,C1,établissement,general
1591.0,estate,noun,B2,bien immobilier / patrimoine,general
1592.0,estimate,"noun, verb",B2,estimation / estimer,actions_general
1593.0,eternal,adjective,C1,éternel,descriptions_general
1594.0,ethic,noun,B2,éthique,general
1595.0,ethical,adjective,B2,éthique,descriptions_general
1596.0,ethnic,adjective,B2,ethnique,descriptions_general
1597.0,euro,noun,A1,euro,general
1598.0,evacuate,verb,C1,évacuer,actions_general
1599.0,evaluate,verb,B2,évaluer,actions_general
1600.0,evaluation,noun,B2,évaluation,general
1601.0,even,"adjective, adverb",A1,pair (adj) / même (adv),descriptions_general
1602.0,evening,noun,A1,soirée,general
1603.0,event,noun,A1,évènement,general
1604.0,eventually,adverb,B1,finalement / à terme,descriptions_general
1605.0,ever,adverb,A1,jamais / toujours,descriptions_general
1606.0,every,determiner,A1,chaque,grammar_function_words
1607.0,everybody,pronoun,A1,tout le monde,grammar_function_words
1608.0,everyday,adjective,A2,quotidien,descriptions_general
1609.0,everyone,pronoun,A1,tout le monde,grammar_function_words
1610.0,everything,pronoun,A1,tout,grammar_function_words
1611.0,everywhere,adverb,A2,partout,descriptions_general
1612.0,evidence,noun,A2,preuve,education_academic
1613.0,evident,adjective,B2,évident,descriptions_general
1614.0,evil,"adjective, noun",B2,mal / mauvais,descriptions_general
1615.0,evoke,verb,C1,évoquer,actions_general
1616.0,evolution,noun,B2,évolution,general
1617.0,evolutionary,adjective,C1,évolutionnaire,descriptions_general
1618.0,evolve,verb,B2,évoluer,actions_general
1619.0,exact,adjective,A2,exact,descriptions_general
1620.0,exactly,adverb,A2,exactement,descriptions_general
1621.0,exaggerate,verb,C1,exagérer,actions_general
1622.0,exam,noun,A1,examen,education_academic
1623.0,examination,noun,B2,examen,general
1624.0,examine,verb,B1,examiner,actions_general
1625.0,example,noun,A1,exemple,general
1626.0,exceed,verb,B2,dépasser,actions_general
1627.0,excellence,noun,C1,excellence,general
1628.0,excellent,adjective,A2,excellent,descriptions_general
1629.0,except,"conjunction, preposition",A2,sauf / excepté,grammar_function_words
1630.0,exception,noun,B2,exception,general
1631.0,exceptional,adjective,C1,exceptionnel,descriptions_general
1632.0,excess,"adjective, noun",C1,excès,descriptions_general
1633.0,excessive,adjective,B2,excessif,descriptions_general
1634.0,exchange,"noun, verb",B1,échange / échanger,actions_general
1635.0,excited,adjective,A1,enthousiaste / excité,descriptions_general
1636.0,excitement,noun,B1,enthousiasme / excitation,general
1637.0,exciting,adjective,A1,passionnant / excitant,descriptions_general
1638.0,exclude,verb,B2,exclure,actions_general
1639.0,exclusion,noun,C1,exclusion,general
1640.0,exclusive,adjective,C1,exclusif,descriptions_general
1641.0,exclusively,adverb,C1,exclusivement,descriptions_general
1642.0,excuse,"noun, verb",B2,excuse / excuser,actions_general
1643.0,execute,verb,C1,exécuter,actions_general
1644.0,execution,noun,C1,exécution,general
1645.0,executive,"adjective, noun",B2,cadre dirigeant / exécutif,descriptions_general
1646.0,exercise,"noun, verb",A1,exercice / exercer,actions_general
1647.0,exert,verb,C1,exercer,actions_general
1648.0,exhibit,"noun, verb",B2,exposer / pièce exposée,actions_general
1649.0,exhibition,noun,B1,exposition,general
1650.0,exile,noun,C1,exil,general
1651.0,exist,verb,A2,exister,actions_general
1652.0,existence,noun,B2,existence,general
1653.0,exit,"noun, verb",B2,sortie / sortir,actions_general
1654.0,exotic,adjective,B2,exotique,descriptions_general
1655.0,expand,verb,B1,étendre / agrandir,actions_general
1656.0,expansion,noun,B2,expansion,general
1657.0,expect,verb,A2,s’attendre à,actions_general
1658.0,expectation,noun,B2,attente,general
1659.0,expected,adjective,B1,prévu / attendu,descriptions_general
1660.0,expedition,noun,B1,expédition,general
1661.0,expenditure,noun,C1,dépense,general
1662.0,expense,noun,B2,dépense,general
1663.0,expensive,adjective,A1,cher / coûteux,descriptions_general
1664.0,experience,"noun, verb",A2,expérience / expérimenter,work_career
1665.0,experienced,adjective,B1,expérimenté,descriptions_general
1666.0,experiment,"noun, verb",A2,expérience / expérimenter,actions_general
1667.0,experimental,adjective,C1,expérimental,descriptions_general
1668.0,expert,"adjective, noun",A2,expert,descriptions_general
1669.0,expertise,noun,B2,expertise,general
1670.0,expire,verb,C1,expirer,actions_general
1671.0,explain,verb,A1,expliquer,communication_language
1672.0,explanation,noun,A2,explication,general
1673.0,explicit,adjective,C1,explicite,descriptions_general
1674.0,explicitly,adverb,C1,explicitement,descriptions_general
1675.0,explode,verb,B1,exploser,actions_general
1676.0,exploit,verb,B2,exploiter,actions_general
1677.0,exploitation,noun,C1,exploitation,general
1678.0,exploration,noun,B2,exploration,general
1679.0,explore,verb,B1,explorer,actions_general
1680.0,explosion,noun,B1,explosion,general
1681.0,explosive,"adjective, noun",C1,explosif,descriptions_general
1682.0,export,"noun, verb",B1,exportation / exporter,actions_general
1683.0,expose,verb,B2,exposer,actions_general
1684.0,exposure,noun,B2,exposition,general
1685.0,express,verb,A2,exprimer,communication_language
1686.0,expression,noun,A2,expression,communication_language
1687.0,extend,verb,B2,étendre / prolonger,actions_general
1688.0,extension,noun,B2,extension,general
1689.0,extensive,adjective,B2,vaste / étendu,descriptions_general
1690.0,extensively,adverb,B2,largement,descriptions_general
1691.0,extent,noun,B2,étendue / mesure,general
1692.0,external,adjective,B2,externe,descriptions_general
1693.0,extra,"adjective, adverb, noun",A1,supplémentaire,descriptions_general
1694.0,extract,"noun, verb",B2,extrait / extraire,actions_general
1695.0,extraordinary,adjective,B2,extraordinaire,descriptions_general
1696.0,extreme,"adjective, noun",A2,extrême,descriptions_general
1697.0,extremely,adverb,A2,extrêmement,descriptions_general
1698.0,extremist,noun,C1,extrémiste,general
1699.0,eye,noun,A1,œil,health_body
1700.0,fabric,noun,B2,tissu,general
1701.0,fabulous,adjective,B2,fabuleux,descriptions_general
1702.0,face,"noun, verb",A1,visage / faire face,actions_general
1703.0,facilitate,verb,C1,faciliter,actions_general
1704.0,facility,noun,B2,installation / équipement,general
1705.0,fact,noun,A1,fait,general
1706.0,faction,noun,C1,faction,general
1707.0,factor,noun,A2,facteur,general
1708.0,factory,noun,A2,usine,general
1709.0,faculty,noun,C1,faculté / corps enseignant,education_academic
1710.0,fade,verb,C1,s’estomper,actions_general
1711.0,fail,verb,A2,échouer,actions_general
1712.0,failed,adjective,B2,raté / échoué,descriptions_general
1713.0,failure,noun,B2,échec,general
1714.0,fair,adjective,A2,juste / équitable,descriptions_general
1715.0,fairly,adverb,B1,relativement / assez,descriptions_general
1716.0,fairness,noun,C1,équité / justice,general
1717.0,faith,noun,B2,foi,general
1718.0,fake,adjective,B2,faux,descriptions_general
1719.0,fall,"noun, verb",A1,chute / automne,actions_general
1720.0,false,adjective,A1,faux,descriptions_general
1721.0,fame,noun,B2,célébrité,general
1722.0,familiar,adjective,B1,familier,descriptions_general
1723.0,family,"adjective, noun",A1,famille,home_daily_life
1724.0,famous,adjective,A1,célèbre,descriptions_general
1725.0,fan,noun,A2,fan / ventilateur,general
1726.0,fancy,"adjective, verb",B1,chic / avoir envie de,descriptions_general
1727.0,fantastic,adjective,A1,fantastique,descriptions_general
1728.0,fantasy,noun,B2,fantaisie / imaginaire,general
1729.0,far,"adjective, adverb",A1,loin / lointain,descriptions_general
1730.0,fare,noun,B2,tarif / nourriture,general
1731.0,farm,"noun, verb",A1,ferme / cultiver,actions_general
1732.0,farmer,noun,A1,agriculteur,general
1733.0,farming,noun,A2,agriculture,general
1734.0,fascinating,adjective,B1,fascinant,descriptions_general
1735.0,fashion,noun,A2,mode,arts_media_sport
1736.0,fashionable,adjective,B1,à la mode,descriptions_general
1737.0,fast,"adjective, adverb",A1,rapide / vite,descriptions_general
1738.0,fasten,verb,B1,attacher,actions_general
1739.0,fat,"adjective, noun",A1,gros / graisse,descriptions_general
1740.0,fatal,adjective,C1,fatal / mortel,descriptions_general
1741.0,fate,noun,C1,destin,general
1742.0,father,noun,A1,père,home_daily_life
1743.0,fault,noun,B2,faute / défaut,general
1744.0,favour,"noun, verb",B1,faveur / favoriser,actions_general
1745.0,favourable,adjective,C1,favorable,descriptions_general
1746.0,favourite,"adjective, noun",A1,préféré,descriptions_general
1747.0,fear,"noun, verb",A2,peur / craindre,emotions_qualities
1748.0,feat,noun,C1,exploit,general
1749.0,feather,noun,B2,plume,general
1750.0,feature,"noun, verb",A2,caractéristique / mettre en avant,actions_general
1751.0,february,noun,A1,février,general
1752.0,federal,adjective,B2,fédéral,descriptions_general
1753.0,fee,noun,B2,frais,general
1754.0,feed,"noun, verb",A2,nourrir,actions_general
1755.0,feedback,noun,B2,retour / commentaire,general
1756.0,feeding,noun,,alimentation,general
1757.0,feel,"noun, verb",A1,ressentir / se sentir,actions_general
1758.0,feeling,noun,A1,sentiment / sensation,emotions_qualities
1759.0,fellow,adjective,B2,collègue / type / camarade,descriptions_general
1760.0,female,"adjective, noun",A2,féminin / femme,descriptions_general
1761.0,feminist,"adjective, noun",C1,féministe,descriptions_general
1762.0,fence,noun,B1,clôture,general
1763.0,festival,noun,A1,festival,general
1764.0,fever,noun,B2,fièvre,general
1765.0,few,"adjective, determiner, pronoun",A1,peu de,descriptions_general
1766.0,fibre,noun,C1,fibre,general
1767.0,fiction,noun,A2,fiction,general
1768.0,field,noun,A2,champ / domaine,general
1769.0,fierce,adjective,C1,féroce,descriptions_general
1770.0,fifteen,number,A1,quinze,grammar_function_words
1771.0,fifth,ordinal number,A1,cinquième,general
1772.0,fifty,number,A1,cinquante,grammar_function_words
1773.0,fight,"noun, verb",A2,combat / se battre,actions_general
1774.0,fighting,noun,B1,combat,general
1775.0,figure,"noun, verb",A2,chiffre / silhouette / comprendre,actions_general
1776.0,file,"noun, verb",B1,fichier / dossier,technology_data
1777.0,fill,verb,A1,remplir,actions_general
1778.0,film,"noun, verb",A1,film,arts_media_sport
1779.0,film-maker,noun,C1,réalisateur,arts_media_sport
1780.0,filter,"noun, verb",C1,filtre / filtrer,actions_general
1781.0,final,"adjective, noun",A1,final,descriptions_general
1782.0,finally,adverb,A2,finalement,descriptions_general
1783.0,finance,"noun, verb",B2,finance / financer,finance_trading
1784.0,financial,adjective,B1,financier,finance_trading
1785.0,find,verb,A1,trouver,actions_general
1786.0,finding,noun,B2,constat / résultat,general
1787.0,fine,"adjective, noun, verb",A1,bien / fin / amende,descriptions_general
1788.0,finger,noun,A2,doigt,health_body
1789.0,finish,"noun, verb",A1,fin / finir,actions_general
1790.0,fire,"noun, verb",A1,feu / incendie,actions_general
1791.0,firearm,noun,C1,arme à feu,general
1792.0,firefighter,noun,B2,pompier,general
1793.0,firework,noun,B2,feu d’artifice,general
1794.0,firm,"adjective, noun",B2,entreprise / ferme / solide,descriptions_general
1795.0,firmly,adverb,B2,fermement,descriptions_general
1796.0,first,"adverb, determiner, noun, ordinal number",A1,premier / d’abord,descriptions_general
1797.0,firstly,adverb,A2,premièrement,descriptions_general
1798.0,fish,"noun, verb",A1,poisson / pêcher,home_daily_life
1799.0,fishing,noun,A2,pêche,general
1800.0,fit,"adjective, noun, verb",A2,adapter / être en forme,descriptions_general
1801.0,fitness,noun,B1,forme physique,general
1802.0,five,number,A1,cinq,grammar_function_words
1803.0,fix,"noun, verb",A2,réparer / fixer,actions_general
1804.0,fixed,adjective,B1,fixe,descriptions_general
1805.0,fixture,noun,C1,installation fixe / rencontre,general
1806.0,flag,noun,B1,drapeau,general
1807.0,flame,noun,B2,flamme,general
1808.0,flash,"noun, verb",B2,éclair / clignoter,actions_general
1809.0,flat,"adjective, noun",A1,plat / appartement,descriptions_general
1810.0,flavour,noun,B2,saveur,general
1811.0,flaw,noun,C1,défaut,general
1812.0,flawed,adjective,C1,défectueux / imparfait,descriptions_general
1813.0,flee,verb,C1,fuir,actions_general
1814.0,fleet,noun,C1,flotte,general
1815.0,flesh,noun,C1,chair,general
1816.0,flexibility,noun,C1,flexibilité,general
1817.0,flexible,adjective,B2,flexible,descriptions_general
1818.0,flight,noun,A1,vol,travel_transport
1819.0,float,verb,B2,flotter,actions_general
1820.0,flood,"noun, verb",B1,inondation / inonder,actions_general
1821.0,floor,noun,A1,sol / étage,home_daily_life
1822.0,flour,noun,B1,farine,general
1823.0,flourish,verb,C1,prospérer,actions_general
1824.0,flow,"noun, verb",B1,flux / couler,actions_general
1825.0,flower,noun,A1,fleur,nature_animals
1826.0,flu,noun,A2,grippe,general
1827.0,fluid,noun,C1,fluide,general
1828.0,fly,"noun, verb",A1,voler (verbe) / mouche (insecte),actions_general
1829.0,flying,"adjective, noun",A2,volant / vol,descriptions_general
1830.0,focus,"noun, verb",A2,concentration / se concentrer,actions_general
1831.0,fold,"noun, verb",B1,plier / pli,actions_general
1832.0,folding,adjective,B2,pliable,descriptions_general
1833.0,folk,"adjective, noun",B1,populaire / peuple,descriptions_general
1834.0,follow,verb,A1,suivre,actions_general
1835.0,following,"adjective, noun, preposition",A2,suivant,descriptions_general
1836.0,fond,adjective,B2,affectueux / qui aime,descriptions_general
1837.0,food,noun,A1,nourriture,home_daily_life
1838.0,fool,noun,B2,idiot,general
1839.0,foot,noun,A1,pied,health_body
1840.0,footage,noun,C1,séquence vidéo,general
1841.0,football,noun,A1,football,arts_media_sport
1842.0,for,preposition,A1,pour,grammar_function_words
1843.0,forbid,verb,B2,interdire,actions_general
1844.0,force,"noun, verb",B1,force / forcer,actions_general
1845.0,forecast,"noun, verb",B2,prévision / prévoir,actions_general
1846.0,foreign,adjective,A2,étranger,descriptions_general
1847.0,foreigner,noun,C1,étranger,general
1848.0,forest,noun,A2,forêt,energy_environment
1849.0,forever,adverb,B1,pour toujours,descriptions_general
1850.0,forge,verb,C1,forger,actions_general
1851.0,forget,verb,A1,oublier,actions_general
1852.0,forgive,verb,B2,pardonner,actions_general
1853.0,fork,noun,A2,fourchette,general
1854.0,form,"noun, verb",A1,forme / formulaire,actions_general
1855.0,formal,adjective,A2,formel,descriptions_general
1856.0,format,noun,B2,format,general
1857.0,formation,noun,B2,formation,general
1858.0,former,adjective,B2,ancien / précédent,descriptions_general
1859.0,formerly,adverb,B2,auparavant,descriptions_general
1860.0,formula,noun,C1,formule,general
1861.0,formulate,verb,C1,formuler,actions_general
1862.0,forth,adverb,C1,en avant,descriptions_general
1863.0,forthcoming,adjective,C1,à venir / prochain,descriptions_general
1864.0,fortunate,adjective,B2,chanceux,descriptions_general
1865.0,fortunately,adverb,A2,heureusement,descriptions_general
1866.0,fortune,noun,B2,fortune / chance,general
1867.0,forty,number,A1,quarante,grammar_function_words
1868.0,forum,noun,B2,forum,general
1869.0,forward,"adjective, adverb",A2,en avant / vers l'avant,descriptions_general
1870.0,fossil,noun,B2,fossile,energy_environment
1871.0,foster,verb,C1,favoriser / accueillir,actions_general
1872.0,found,verb,B2,fonder,actions_general
1873.0,foundation,noun,B2,fondation / base,general
1874.0,founder,noun,B2,fondateur,general
1875.0,four,number,A1,quatre,grammar_function_words
1876.0,fourteen,number,A1,quatorze,grammar_function_words
1877.0,fourth,ordinal number,A1,quatrième,general
1878.0,fraction,noun,B2,fraction,general
1879.0,fragile,adjective,C1,fragile,descriptions_general
1880.0,fragment,noun,B2,fragment,general
1881.0,frame,"noun, verb",B1,cadre / encadrer,actions_general
1882.0,framework,noun,B2,cadre,general
1883.0,franchise,noun,C1,franchise,general
1884.0,frankly,adverb,C1,franchement,descriptions_general
1885.0,fraud,noun,B2,fraude,general
1886.0,free,"adjective, adverb, verb",A1,libre / gratuit,descriptions_general
1887.0,freedom,noun,B2,liberté,general
1888.0,freely,adverb,B2,librement,descriptions_general
1889.0,freeze,verb,B1,geler,actions_general
1890.0,frequency,noun,B2,fréquence,general
1891.0,frequent,adjective,B2,fréquent,descriptions_general
1892.0,frequently,adverb,B1,fréquemment,descriptions_general
1893.0,fresh,adjective,A2,frais,descriptions_general
1894.0,friday,noun,A1,vendredi,general
1895.0,fridge,noun,A2,réfrigérateur,home_daily_life
1896.0,friend,noun,A1,ami,home_daily_life
1897.0,friendly,adjective,A1,amical,emotions_qualities
1898.0,friendship,noun,B1,amitié,general
1899.0,frighten,verb,B1,effrayer / faire peur,actions_general
1900.0,frightened,adjective,B1,effrayé,descriptions_general
1901.0,frightening,adjective,B1,effrayant,descriptions_general
1902.0,frog,noun,A2,grenouille,general
1903.0,from,preposition,A1,de / depuis,grammar_function_words
1904.0,front,"adjective, noun",A1,devant / façade,descriptions_general
1905.0,frozen,adjective,B1,gelé / congelé,descriptions_general
1906.0,fruit,noun,A1,fruit,home_daily_life
1907.0,frustrated,adjective,C1,frustré,descriptions_general
1908.0,frustrating,adjective,C1,frustrant,descriptions_general
1909.0,frustration,noun,C1,frustration,general
1910.0,fry,verb,B1,frire,actions_general
1911.0,fuel,"noun, verb",B1,carburant / combustible,energy_environment
1912.0,fulfil,verb,B2,remplir / accomplir,actions_general
1913.0,full,adjective,A1,plein / complet,descriptions_general
1914.0,full-time,"adjective, adverb",B2,à plein temps,descriptions_general
